essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,new_score,pred_score
5978,3,1.0,1,0.0196078431372549,0.29411764705882354,0.0,0.17647058823529413,0.5098039215686274,0,0.0,0.0,1.0,23.4,0,0
5979,3,2.0,1,0.1111111111111111,0.26666666666666666,0.0,0.17777777777777778,0.4388888888888889,1,0.0,0.0,1.0,89.7,0,0
5980,3,1.0,1,0.15789473684210525,0.22105263157894736,0.0,0.22105263157894736,0.4,0,0.0,0.0,1.0,46.2,0,0
5981,3,1.0,1,0.16279069767441862,0.22093023255813954,0.0,0.1511627906976744,0.46511627906976744,0,0.0,0.0,1.0,40.2,0,0
5982,3,2.0,1,0.18045112781954886,0.24812030075187969,0.0,0.15789473684210525,0.41353383458646614,0,0.0,0.0,1.0,31.7,0,0
5983,3,1.0,1,0.15714285714285714,0.24285714285714285,0.0,0.2,0.4,0,0.0,0.0,1.0,10.8,0,0
5984,3,1.0,1,0.06976744186046512,0.23255813953488372,0.0,0.23255813953488372,0.46511627906976744,0,0.0,0.0,1.0,17.9,0,0
5985,3,0.0,1,0.09009009009009009,0.1981981981981982,0.0,0.26126126126126126,0.44144144144144143,1,0.0,0.0,1.0,51.8,0,0
5986,3,2.0,1,0.22826086956521738,0.1956521739130435,0.0,0.22826086956521738,0.34782608695652173,0,0.0,0.0,1.0,23.2,0,0
5987,3,2.0,1,0.21333333333333335,0.2866666666666667,0.013333333333333334,0.21333333333333335,0.2866666666666667,0,0.0,0.0,1.0,38.7,0,0
5988,3,3.0,1,0.11428571428571428,0.2571428571428571,0.0,0.24571428571428572,0.37714285714285717,1,0.0,0.0,1.0,14.0,1,0
5989,3,1.0,1,0.18947368421052632,0.14736842105263157,0.0,0.2,0.4631578947368421,0,0.0,0.0,1.0,44.9,0,0
5990,3,3.0,1,0.15328467153284672,0.27007299270072993,0.0072992700729927005,0.20437956204379562,0.3722627737226277,0,0.0,0.0,1.0,34.4,1,0
5991,3,1.0,1,0.14285714285714285,0.27380952380952384,0.0,0.13095238095238096,0.4523809523809524,0,0.0,0.0,1.0,41.7,0,0
5992,3,1.0,1,0.1780821917808219,0.2328767123287671,0.0,0.2465753424657534,0.3424657534246575,0,0.0,0.0,1.0,12.3,0,0
5993,3,1.0,1,0.10317460317460317,0.24603174603174602,0.0,0.20634920634920634,0.4365079365079365,1,0.0,0.0,1.0,61.4,0,0
5994,3,2.0,1,0.1523809523809524,0.2761904761904762,0.0,0.1619047619047619,0.4095238095238095,0,0.0,0.0,1.0,52.5,0,0
5995,3,2.0,1,0.1792452830188679,0.19811320754716982,0.0,0.18867924528301888,0.4339622641509434,0,0.0,0.0,1.0,52.4,0,0
5996,3,1.0,1,0.07692307692307693,0.2857142857142857,0.01098901098901099,0.17582417582417584,0.45054945054945056,1,0.0,0.0,1.0,44.6,0,0
5997,3,2.0,1,0.1111111111111111,0.3,0.0,0.2,0.3888888888888889,0,0.0,0.0,1.0,45.1,0,0
5998,3,2.0,1,0.11538461538461539,0.3269230769230769,0.0,0.11538461538461539,0.4423076923076923,0,0.0,0.0,1.0,24.5,0,0
5999,3,0.0,1,0.08823529411764706,0.23529411764705882,0.0,0.23529411764705882,0.4411764705882353,0,0.0,1.0,0.0,13.4,0,0
6000,3,2.0,1,0.09523809523809523,0.25396825396825395,0.0,0.2698412698412698,0.38095238095238093,0,0.0,0.0,1.0,32.9,0,0
6001,3,1.0,1,0.03225806451612903,0.27419354838709675,0.0,0.1935483870967742,0.5,0,0.0,0.0,1.0,28.4,0,0
6002,3,2.0,1,0.17391304347826086,0.23478260869565218,0.0,0.16521739130434782,0.40869565217391307,2,0.0,0.0,1.0,55.2,0,0
6003,3,3.0,1,0.1358695652173913,0.22826086956521738,0.0,0.23369565217391305,0.40217391304347827,0,0.0,0.0,1.0,91.0,1,0
6004,3,1.0,1,0.225,0.075,0.0,0.225,0.475,0,0.0,0.0,1.0,16.3,0,0
6005,3,3.0,1,0.12941176470588237,0.21764705882352942,0.0,0.18823529411764706,0.4588235294117647,1,0.0,0.0,1.0,42.2,1,0
6006,3,2.0,1,0.12359550561797752,0.2247191011235955,0.0,0.2247191011235955,0.42696629213483145,0,0.0,0.0,1.0,43.9,0,0
6007,3,2.0,1,0.13043478260869565,0.18115942028985507,0.0,0.21739130434782608,0.47101449275362317,0,0.0,0.0,1.0,68.8,0,0
6008,3,1.0,1,0.1510791366906475,0.2302158273381295,0.0,0.20863309352517986,0.41007194244604317,0,0.0,0.0,1.0,68.7,0,0
6010,3,1.0,1,0.125,0.22916666666666666,0.0,0.16666666666666666,0.46875,1,0.0,0.0,1.0,46.6,0,0
6011,3,1.0,1,0.10526315789473684,0.2631578947368421,0.0,0.2631578947368421,0.3684210526315789,0,0.0,1.0,0.0,8.4,0,0
6012,3,0.0,1,0.20481927710843373,0.1686746987951807,0.0,0.20481927710843373,0.42168674698795183,0,0.0,0.0,1.0,39.9,0,0
6013,3,1.0,1,0.045454545454545456,0.1590909090909091,0.0,0.2727272727272727,0.5227272727272727,0,0.0,0.0,1.0,20.9,0,0
6014,3,3.0,1,0.17197452229299362,0.20382165605095542,0.0,0.1910828025477707,0.43312101910828027,0,0.0,0.0,1.0,40.1,1,0
6015,3,2.0,1,0.072,0.296,0.0,0.168,0.448,2,0.0,0.0,1.0,62.1,0,0
6016,3,3.0,1,0.1291866028708134,0.215311004784689,0.0,0.19138755980861244,0.45933014354066987,1,0.0,0.0,1.0,103.3,1,0
6017,3,1.0,1,0.0945945945945946,0.25675675675675674,0.0,0.20270270270270271,0.44594594594594594,0,0.0,0.0,1.0,34.2,0,0
