essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level
20480,8,1,1,0.15,0.15,0.0,0.2,0.5,0,0.0,1.0,0.0,1.2
20481,8,2,1,0.13157894736842105,0.23684210526315788,0.02631578947368421,0.19736842105263158,0.4342105263157895,0,0.0,0.0,1.0,8.9
20482,8,0,1,0.04878048780487805,0.21951219512195122,0.012195121951219513,0.2682926829268293,0.45121951219512196,1,0.0,0.0,1.0,17.2
20483,8,2,1,0.10714285714285714,0.25,0.03571428571428571,0.25,0.39285714285714285,0,0.0,0.0,1.0,8.7
20484,8,0,1,0.06451612903225806,0.3548387096774194,0.016129032258064516,0.16129032258064516,0.41935483870967744,0,0.0,0.0,1.0,8.0
20485,8,2,1,0.057692307692307696,0.15384615384615385,0.038461538461538464,0.28846153846153844,0.5,0,0.0,0.0,1.0,6.3
20486,8,0,1,0.13333333333333333,0.2222222222222222,0.022222222222222223,0.26666666666666666,0.37777777777777777,0,0.0,0.0,1.0,7.7
20487,8,0,1,0.0975609756097561,0.1951219512195122,0.04878048780487805,0.24390243902439024,0.4634146341463415,0,0.0,0.0,1.0,5.0
20488,8,1,1,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.22916666666666666,0.4375,0,0.0,0.0,1.0,5.9
20489,8,1,1,0.0,0.16666666666666666,0.0,0.3333333333333333,0.5,0,0.0,1.0,0.0,6.9
20490,8,2,1,0.07017543859649122,0.19298245614035087,0.03508771929824561,0.2631578947368421,0.47368421052631576,0,0.0,0.0,1.0,5.2
20491,8,2,1,0.2,0.06666666666666667,0.0,0.13333333333333333,0.6,0,0.0,1.0,0.0,0.8
20492,8,2,1,0.14482758620689656,0.2413793103448276,0.006896551724137931,0.2206896551724138,0.38620689655172413,1,0.0,0.0,1.0,11.0
20493,8,0,1,0.17647058823529413,0.23529411764705882,0.0,0.23529411764705882,0.35294117647058826,0,0.0,1.0,0.0,3.6
20494,8,1,1,0.16883116883116883,0.2077922077922078,0.025974025974025976,0.19480519480519481,0.42857142857142855,0,0.0,0.0,1.0,7.0
20495,8,2,1,0.10588235294117647,0.21176470588235294,0.011764705882352941,0.25882352941176473,0.4235294117647059,0,0.0,0.0,1.0,10.1
20496,8,0,1,0.12121212121212122,0.18181818181818182,0.0,0.24242424242424243,0.45454545454545453,0,0.0,1.0,0.0,16.4
20497,8,2,1,0.13793103448275862,0.20689655172413793,0.06896551724137931,0.3448275862068966,0.3103448275862069,0,0.0,1.0,0.0,3.8
20498,8,2,1,0.18947368421052632,0.22105263157894736,0.031578947368421054,0.22105263157894736,0.3684210526315789,0,0.0,0.0,1.0,11.3
20499,8,1,1,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.2727272727272727,0.5,0,0.0,1.0,0.0,0.7
20500,8,2,1,0.16336633663366337,0.17326732673267325,0.01485148514851485,0.26732673267326734,0.36633663366336633,6,0.0,0.0,1.0,14.9
20501,8,2,1,0.06493506493506493,0.2077922077922078,0.0,0.2597402597402597,0.45454545454545453,1,0.0,0.0,1.0,11.0
20502,8,0,1,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0,1.0,0.0,0.0,5.0
20503,8,2,1,0.13043478260869565,0.30434782608695654,0.06521739130434782,0.2391304347826087,0.32608695652173914,0,0.0,0.0,1.0,5.7
20504,8,2,1,0.09482758620689655,0.23275862068965517,0.05172413793103448,0.19827586206896552,0.46551724137931033,1,0.0,0.0,1.0,8.1
