essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,new_score,pred_score
8863,4,0.0,1,0.12280701754385964,0.21052631578947367,0.0,0.19298245614035087,0.45614035087719296,1,0.0,0.0,1.0,27.3,0,0
8864,4,0.0,1,0.07692307692307693,0.20512820512820512,0.0,0.23076923076923078,0.48717948717948717,0,0.0,0.0,1.0,18.4,0,0
8865,4,3.0,1,0.09558823529411764,0.3088235294117647,0.0,0.1323529411764706,0.4632352941176471,0,0.0,0.0,1.0,68.8,1,0
8866,4,1.0,1,0.16923076923076924,0.2,0.0,0.26153846153846155,0.36923076923076925,0,0.0,0.0,1.0,33.4,0,0
8867,4,2.0,1,0.140625,0.203125,0.0,0.1796875,0.4765625,0,0.0,0.0,1.0,63.3,0,0
8868,4,1.0,1,0.04225352112676056,0.28169014084507044,0.0,0.19718309859154928,0.4788732394366197,0,0.0,0.0,1.0,35.5,0,0
8869,4,0.0,1,0.10869565217391304,0.22826086956521738,0.0,0.22826086956521738,0.42391304347826086,1,0.0,0.0,1.0,45.1,0,0
8870,4,2.0,1,0.10465116279069768,0.18604651162790697,0.0,0.22093023255813954,0.4883720930232558,0,0.0,0.0,1.0,41.8,0,0
8871,4,1.0,1,0.03125,0.125,0.0,0.21875,0.625,0,0.0,1.0,0.0,13.8,0,0
8872,4,2.0,1,0.11304347826086956,0.2,0.0,0.22608695652173913,0.4608695652173913,0,0.0,0.0,1.0,55.3,0,0
8873,4,2.0,1,0.0893854748603352,0.16759776536312848,0.0,0.2346368715083799,0.5083798882681564,0,0.0,0.0,1.0,87.3,0,0
8874,4,0.0,1,0.16666666666666666,0.23809523809523808,0.0,0.21428571428571427,0.38095238095238093,0,0.0,0.0,1.0,17.8,0,0
8875,4,1.0,1,0.0,0.25806451612903225,0.0,0.1935483870967742,0.5483870967741935,0,0.0,1.0,0.0,16.9,0,0
8876,4,2.0,1,0.10285714285714286,0.25142857142857145,0.0,0.22285714285714286,0.4228571428571429,0,0.0,0.0,1.0,29.7,0,0
8877,4,0.0,1,0.07042253521126761,0.29577464788732394,0.0,0.11267605633802817,0.5211267605633803,0,0.0,0.0,1.0,35.0,0,0
8878,4,1.0,1,0.020833333333333332,0.14583333333333334,0.0,0.1875,0.6458333333333334,0,0.0,0.0,1.0,21.0,0,0
8879,4,2.0,1,0.034482758620689655,0.25287356321839083,0.0,0.25287356321839083,0.45977011494252873,0,0.0,0.0,1.0,20.6,0,0
8880,4,1.0,1,0.11764705882352941,0.23529411764705882,0.0,0.23529411764705882,0.4117647058823529,0,0.0,1.0,0.0,18.0,0,0
8881,4,2.0,1,0.0975609756097561,0.2621951219512195,0.0,0.1951219512195122,0.43902439024390244,1,0.0,0.0,1.0,16.2,0,0
8882,4,1.0,1,0.06,0.24,0.0,0.24,0.46,0,0.0,0.0,1.0,23.3,0,0
8883,4,1.0,1,0.09876543209876543,0.24691358024691357,0.0,0.1728395061728395,0.48148148148148145,0,0.0,0.0,1.0,38.8,0,0
8884,4,1.0,1,0.1,0.225,0.0,0.275,0.4,0,0.0,0.0,1.0,19.2,0,0
8885,4,2.0,1,0.13768115942028986,0.2318840579710145,0.0,0.2246376811594203,0.4057971014492754,0,0.0,0.0,1.0,16.6,0,0
8886,4,1.0,1,0.08695652173913043,0.15217391304347827,0.0,0.2608695652173913,0.5,0,0.0,0.0,1.0,22.1,0,0
8887,4,2.0,1,0.06818181818181818,0.2159090909090909,0.0,0.2159090909090909,0.5,0,0.0,0.0,1.0,41.7,0,0
8888,4,1.0,1,0.125,0.26136363636363635,0.011363636363636364,0.21022727272727273,0.4034090909090909,0,0.0,0.0,1.0,17.9,0,0
8889,4,1.0,1,0.11304347826086956,0.16521739130434782,0.0,0.22608695652173913,0.4956521739130435,0,0.0,0.0,1.0,25.7,0,0
8890,4,2.0,1,0.08571428571428572,0.19047619047619047,0.0,0.2571428571428571,0.4666666666666667,0,0.0,0.0,1.0,52.6,0,0
8891,4,3.0,1,0.08270676691729323,0.24060150375939848,0.007518796992481203,0.24060150375939848,0.43609022556390975,0,0.0,0.0,1.0,66.0,1,0
8892,4,1.0,1,0.11392405063291139,0.189873417721519,0.0,0.25316455696202533,0.4430379746835443,0,0.0,0.0,1.0,40.7,0,0
8893,4,2.0,1,0.1111111111111111,0.2037037037037037,0.0,0.18518518518518517,0.5,0,0.0,0.0,1.0,24.7,0,0
8894,4,1.0,1,0.07142857142857142,0.2857142857142857,0.0,0.19642857142857142,0.44642857142857145,0,0.0,0.0,1.0,25.9,0,0
8895,4,3.0,1,0.10734463276836158,0.2655367231638418,0.005649717514124294,0.1807909604519774,0.4463276836158192,0,0.0,0.0,1.0,87.2,1,0
8896,4,2.0,1,0.0898876404494382,0.25842696629213485,0.0,0.16853932584269662,0.48314606741573035,0,0.0,0.0,1.0,46.1,0,0
8897,4,1.0,1,0.14130434782608695,0.2608695652173913,0.0,0.16304347826086957,0.43478260869565216,0,0.0,0.0,1.0,45.6,0,0
8898,4,2.0,1,0.10714285714285714,0.15714285714285714,0.0,0.2571428571428571,0.4785714285714286,0,0.0,0.0,1.0,66.7,0,0
8899,4,0.0,1,0.2647058823529412,0.14705882352941177,0.0,0.20588235294117646,0.38235294117647056,0,0.0,1.0,0.0,16.5,0,0
8900,4,1.0,1,0.11409395973154363,0.21476510067114093,0.006711409395973154,0.21476510067114093,0.4563758389261745,0,0.0,0.0,1.0,71.3,0,0
8901,4,0.0,1,0.1388888888888889,0.25,0.0,0.2222222222222222,0.3888888888888889,0,0.0,0.0,1.0,17.1,0,0
8902,4,3.0,1,0.11612903225806452,0.2,0.012903225806451613,0.21935483870967742,0.4645161290322581,0,0.0,0.0,1.0,25.0,1,0
8903,4,3.0,1,0.1638418079096045,0.1807909604519774,0.0,0.192090395480226,0.4632768361581921,0,0.0,0.0,1.0,42.6,1,0
8904,4,2.0,1,0.11711711711711711,0.26126126126126126,0.018018018018018018,0.22522522522522523,0.3963963963963964,0,0.0,0.0,1.0,55.4,0,0
8905,4,2.0,1,0.10071942446043165,0.16546762589928057,0.0,0.2302158273381295,0.49640287769784175,1,0.0,0.0,1.0,22.3,0,0
8906,4,1.0,1,0.10714285714285714,0.20535714285714285,0.0,0.22321428571428573,0.44642857142857145,2,0.0,0.0,1.0,27.8,0,0
8907,4,0.0,1,0.075,0.25,0.0,0.125,0.55,0,0.0,0.0,1.0,18.7,0,0
8908,4,1.0,1,0.0594059405940594,0.24752475247524752,0.0,0.19801980198019803,0.49504950495049505,0,0.0,0.0,1.0,49.8,0,0
8909,4,1.0,1,0.06837606837606838,0.1794871794871795,0.0,0.2222222222222222,0.5299145299145299,0,0.0,0.0,1.0,56.1,0,0
8910,4,1.0,1,0.11764705882352941,0.16176470588235295,0.0,0.25,0.47058823529411764,0,0.0,0.0,1.0,32.1,0,0
8911,4,3.0,1,0.1388888888888889,0.18333333333333332,0.0,0.2,0.4722222222222222,1,0.0,0.0,1.0,89.4,1,0
8912,4,1.0,1,0.08955223880597014,0.208955223880597,0.0,0.23880597014925373,0.4626865671641791,0,0.0,0.0,1.0,31.2,0,0
8913,4,1.0,1,0.0945945945945946,0.25675675675675674,0.0,0.1891891891891892,0.4594594594594595,0,0.0,0.0,1.0,35.3,0,0
8914,4,2.0,1,0.1099476439790576,0.2513089005235602,0.0,0.18324607329842932,0.45549738219895286,0,0.0,0.0,1.0,30.2,0,0
8915,4,2.0,1,0.07352941176470588,0.20588235294117646,0.0,0.25,0.47058823529411764,0,0.0,0.0,1.0,32.0,0,0
8916,4,0.0,1,0.11214953271028037,0.17757009345794392,0.0,0.1588785046728972,0.5514018691588785,0,0.0,0.0,1.0,25.0,0,0
8917,4,0.0,1,0.07575757575757576,0.16666666666666666,0.0,0.2727272727272727,0.48484848484848486,0,0.0,0.0,1.0,32.1,0,0
8918,4,1.0,1,0.08,0.24,0.0,0.176,0.504,0,0.0,0.0,1.0,29.8,0,0
8919,4,2.0,1,0.09782608695652174,0.31521739130434784,0.010869565217391304,0.15217391304347827,0.43478260869565216,0,0.0,0.0,1.0,46.9,0,0
8920,4,0.0,1,0.046511627906976744,0.18604651162790697,0.0,0.3488372093023256,0.4186046511627907,0,0.0,0.0,1.0,18.9,0,0
8921,4,1.0,1,0.14375,0.19375,0.0,0.23125,0.425,1,0.0,0.0,1.0,78.9,0,0
8922,4,2.0,1,0.1276595744680851,0.1773049645390071,0.0,0.20567375886524822,0.48936170212765956,0,0.0,0.0,1.0,68.3,0,0
8923,4,3.0,1,0.12643678160919541,0.25287356321839083,0.0,0.20114942528735633,0.41379310344827586,1,0.0,0.0,1.0,87.0,1,0
8924,4,1.0,1,0.09090909090909091,0.2159090909090909,0.0,0.2159090909090909,0.4659090909090909,1,0.0,0.0,1.0,42.2,0,0
8925,4,1.0,1,0.12345679012345678,0.24691358024691357,0.0,0.19753086419753085,0.43209876543209874,0,0.0,0.0,1.0,38.6,0,0
8926,4,1.0,1,0.2,0.18,0.0,0.22,0.4,0,0.0,0.0,1.0,23.1,0,0
8927,4,0.0,1,0.07017543859649122,0.17543859649122806,0.0,0.19298245614035087,0.5614035087719298,0,0.0,0.0,1.0,26.0,0,0
8928,4,1.0,1,0.0989010989010989,0.2087912087912088,0.0,0.25274725274725274,0.43956043956043955,0,0.0,0.0,1.0,21.5,0,0
8929,4,1.0,1,0.1044776119402985,0.19402985074626866,0.0,0.22388059701492538,0.47761194029850745,0,0.0,0.0,1.0,31.8,0,0
8930,4,0.0,1,0.05952380952380952,0.23809523809523808,0.0,0.20238095238095238,0.4880952380952381,1,0.0,0.0,1.0,41.0,0,0
8931,4,2.0,1,0.05454545454545454,0.18181818181818182,0.0,0.21818181818181817,0.5454545454545454,0,0.0,0.0,1.0,25.7,0,0
8932,4,1.0,1,0.05263157894736842,0.21052631578947367,0.0,0.21052631578947367,0.5263157894736842,0,0.0,1.0,0.0,7.9,0,0
8933,4,2.0,1,0.15748031496062992,0.2204724409448819,0.0,0.1968503937007874,0.4251968503937008,0,0.0,0.0,1.0,63.0,0,0
8934,4,1.0,1,0.18181818181818182,0.14545454545454545,0.0,0.2,0.4727272727272727,0,0.0,0.0,1.0,23.4,0,0
8935,4,2.0,1,0.11702127659574468,0.2127659574468085,0.0,0.2127659574468085,0.4574468085106383,0,0.0,0.0,1.0,92.6,0,0
8936,4,1.0,1,0.08163265306122448,0.16326530612244897,0.0,0.2653061224489796,0.4897959183673469,0,0.0,0.0,1.0,20.8,0,0
8937,4,1.0,1,0.10576923076923077,0.27884615384615385,0.009615384615384616,0.21153846153846154,0.40384615384615385,0,0.0,0.0,1.0,51.0,0,0
8938,4,1.0,1,0.05660377358490566,0.18867924528301888,0.0,0.2641509433962264,0.49056603773584906,0,0.0,0.0,1.0,24.3,0,0
8939,4,3.0,1,0.06060606060606061,0.2878787878787879,0.007575757575757576,0.21212121212121213,0.4393939393939394,0,0.0,0.0,1.0,34.0,1,0
8940,4,2.0,1,0.13970588235294118,0.19117647058823528,0.0,0.22058823529411764,0.4485294117647059,0,0.0,0.0,1.0,33.4,0,0
8941,4,3.0,1,0.11739130434782609,0.2217391304347826,0.0,0.20869565217391303,0.44782608695652176,1,0.0,0.0,1.0,56.5,1,0
8942,4,1.0,1,0.0967741935483871,0.1774193548387097,0.0,0.25806451612903225,0.46774193548387094,0,0.0,0.0,1.0,26.9,0,0
8943,4,1.0,1,0.06557377049180328,0.18032786885245902,0.0,0.26229508196721313,0.4918032786885246,0,0.0,0.0,1.0,28.1,0,0
8944,4,1.0,1,0.15789473684210525,0.23157894736842105,0.0,0.15789473684210525,0.45263157894736844,0,0.0,0.0,1.0,45.9,0,0
8945,4,2.0,1,0.102803738317757,0.27102803738317754,0.0,0.14953271028037382,0.4766355140186916,0,0.0,0.0,1.0,51.1,0,0
8946,4,3.0,1,0.09433962264150944,0.27358490566037735,0.0,0.1792452830188679,0.4528301886792453,0,0.0,0.0,1.0,53.0,1,0
8947,4,0.0,1,0.12790697674418605,0.23255813953488372,0.0,0.18604651162790697,0.45348837209302323,0,0.0,0.0,1.0,40.6,0,0
8948,4,2.0,1,0.10778443113772455,0.281437125748503,0.0,0.17365269461077845,0.4311377245508982,1,0.0,0.0,1.0,40.4,0,0
8949,4,0.0,1,0.0851063829787234,0.19148936170212766,0.0425531914893617,0.23404255319148937,0.48936170212765956,0,0.0,0.0,1.0,20.8,0,0
8950,4,1.0,1,0.10619469026548672,0.23008849557522124,0.0,0.20353982300884957,0.45132743362831856,1,0.0,0.0,1.0,56.3,0,0
8951,4,2.0,1,0.07291666666666667,0.21875,0.0,0.23958333333333334,0.46875,0,0.0,0.0,1.0,45.9,0,0
8952,4,1.0,1,0.07894736842105263,0.11842105263157894,0.0,0.3157894736842105,0.4868421052631579,0,0.0,0.0,1.0,36.4,0,0
8953,4,1.0,1,0.057971014492753624,0.21739130434782608,0.0,0.21739130434782608,0.5072463768115942,0,0.0,0.0,1.0,30.5,0,0
8954,4,3.0,1,0.11278195488721804,0.2706766917293233,0.007518796992481203,0.18045112781954886,0.43609022556390975,0,0.0,0.0,1.0,65.7,1,0
8955,4,2.0,1,0.12213740458015267,0.2366412213740458,0.0,0.16793893129770993,0.4732824427480916,0,0.0,0.0,1.0,31.8,0,0
8956,4,1.0,1,0.10204081632653061,0.20408163265306123,0.0,0.24489795918367346,0.4489795918367347,0,0.0,0.0,1.0,23.0,0,0
8957,4,2.0,1,0.12280701754385964,0.24561403508771928,0.0,0.20175438596491227,0.4298245614035088,0,0.0,0.0,1.0,55.4,0,0
8958,4,0.0,1,0.058823529411764705,0.17647058823529413,0.0,0.23529411764705882,0.5294117647058824,0,0.0,1.0,0.0,15.5,0,0
8959,4,3.0,1,0.15436241610738255,0.18120805369127516,0.0,0.22818791946308725,0.436241610738255,0,0.0,0.0,1.0,73.8,1,0
8960,4,1.0,1,0.08080808080808081,0.25252525252525254,0.0,0.20202020202020202,0.46464646464646464,0,0.0,0.0,1.0,47.2,0,0
8961,4,1.0,1,0.0958904109589041,0.1917808219178082,0.0,0.2328767123287671,0.4794520547945205,0,0.0,0.0,1.0,19.0,0,0
8962,4,2.0,1,0.07142857142857142,0.20408163265306123,0.01020408163265306,0.23469387755102042,0.47959183673469385,1,0.0,0.0,1.0,48.0,0,0
8963,4,1.0,1,0.07692307692307693,0.15384615384615385,0.0,0.20512820512820512,0.5641025641025641,0,0.0,0.0,1.0,34.4,0,0
8964,4,0.0,1,0.08823529411764706,0.20588235294117646,0.0,0.20588235294117646,0.5,0,0.0,1.0,0.0,15.8,0,0
8965,4,2.0,1,0.10638297872340426,0.26595744680851063,0.010638297872340425,0.18085106382978725,0.44680851063829785,0,0.0,0.0,1.0,22.7,0,0
8966,4,1.0,1,0.16363636363636364,0.14545454545454545,0.0,0.23636363636363636,0.45454545454545453,0,0.0,0.0,1.0,24.4,0,0
8967,4,2.0,1,0.14285714285714285,0.16326530612244897,0.0,0.22448979591836735,0.46938775510204084,0,0.0,0.0,1.0,46.1,0,0
