essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level
2788,2,1,1,0.16071428571428573,0.25,0.017857142857142856,0.16071428571428573,0.42857142857142855,0,0.0,0.0,1.0,27.0
2789,2,3,1,0.13559322033898305,0.23728813559322035,0.0,0.23728813559322035,0.3728813559322034,1,0.0,0.0,1.0,29.9
2790,2,1,1,0.125,0.25,0.0,0.20833333333333334,0.375,1,0.0,1.0,0.0,12.6
2791,2,1,1,0.08333333333333333,0.23333333333333334,0.0,0.21666666666666667,0.38333333333333336,5,0.0,0.0,1.0,28.9
2792,2,3,1,0.2054794520547945,0.2191780821917808,0.0,0.2054794520547945,0.3424657534246575,2,0.0,0.0,1.0,16.7
2793,2,2,1,0.10869565217391304,0.2608695652173913,0.0,0.2608695652173913,0.34782608695652173,1,0.0,0.0,1.0,10.7
2794,2,1,1,0.23809523809523808,0.19047619047619047,0.0,0.20634920634920634,0.3492063492063492,1,0.0,0.0,1.0,31.1
2795,2,2,1,0.18518518518518517,0.24691358024691357,0.0,0.19753086419753085,0.345679012345679,2,0.0,0.0,1.0,40.1
2796,2,2,1,0.21311475409836064,0.26229508196721313,0.0,0.21311475409836064,0.29508196721311475,1,0.0,0.0,1.0,15.6
2797,2,3,1,0.17333333333333334,0.26666666666666666,0.0,0.2,0.3466666666666667,1,0.0,0.0,1.0,38.1
2798,2,3,1,0.07692307692307693,0.25,0.0,0.25,0.34615384615384615,4,0.0,0.0,1.0,24.8
2799,2,1,1,0.0967741935483871,0.27419354838709675,0.0,0.1774193548387097,0.43548387096774194,1,0.0,0.0,1.0,29.5
2800,2,3,1,0.14893617021276595,0.2978723404255319,0.0,0.1702127659574468,0.3617021276595745,1,0.0,0.0,1.0,22.8
2801,2,3,1,0.15,0.2125,0.0,0.175,0.425,3,0.0,0.0,1.0,39.3
2802,2,1,1,0.1323529411764706,0.27941176470588236,0.0,0.14705882352941177,0.35294117647058826,6,0.0,0.0,1.0,32.1
2803,2,3,1,0.12903225806451613,0.20430107526881722,0.0,0.20430107526881722,0.43010752688172044,3,0.0,0.0,1.0,46.4
2804,2,2,1,0.18461538461538463,0.2,0.0,0.2,0.4153846153846154,0,0.0,0.0,1.0,32.3
2805,2,0,1,0.11428571428571428,0.3142857142857143,0.0,0.2,0.3142857142857143,2,0.0,1.0,0.0,8.2
2806,2,1,1,0.18867924528301888,0.24528301886792453,0.0,0.18867924528301888,0.37735849056603776,0,0.0,0.0,1.0,26.0
2807,2,3,1,0.14772727272727273,0.25,0.0,0.19318181818181818,0.38636363636363635,2,0.0,0.0,1.0,44.1
2808,2,1,1,0.16279069767441862,0.2441860465116279,0.011627906976744186,0.19767441860465115,0.3372093023255814,5,0.0,0.0,1.0,40.4
2809,2,0,1,0.17777777777777778,0.2222222222222222,0.0,0.08888888888888889,0.4222222222222222,4,0.0,0.0,1.0,20.9
2810,2,1,1,0.08333333333333333,0.2361111111111111,0.0,0.2361111111111111,0.4305555555555556,1,0.0,0.0,1.0,35.5
2811,2,3,1,0.1590909090909091,0.2727272727272727,0.0,0.20454545454545456,0.36363636363636365,0,0.0,0.0,1.0,19.6
2812,2,1,1,0.08163265306122448,0.12244897959183673,0.0,0.2653061224489796,0.5102040816326531,1,0.0,0.0,1.0,24.5
2813,2,1,1,0.1,0.32,0.0,0.2,0.36,1,0.0,0.0,1.0,25.8
2814,2,3,1,0.16176470588235295,0.2647058823529412,0.0,0.1323529411764706,0.4117647058823529,2,0.0,0.0,1.0,34.4
2815,2,2,1,0.1134020618556701,0.21649484536082475,0.0,0.20618556701030927,0.422680412371134,4,0.0,0.0,1.0,45.7
2816,2,1,1,0.2553191489361702,0.2765957446808511,0.0,0.1276595744680851,0.23404255319148937,5,0.0,0.0,1.0,22.6
2817,2,3,1,0.05970149253731343,0.208955223880597,0.014925373134328358,0.2537313432835821,0.3582089552238806,8,0.0,0.0,1.0,15.2
2818,2,1,1,0.14925373134328357,0.1791044776119403,0.0,0.23880597014925373,0.3880597014925373,3,0.0,0.0,1.0,31.5
2819,2,2,1,0.11320754716981132,0.2830188679245283,0.018867924528301886,0.22641509433962265,0.37735849056603776,0,0.0,0.0,1.0,11.9
2820,2,3,1,0.07317073170731707,0.2682926829268293,0.0,0.1951219512195122,0.43902439024390244,1,0.0,0.0,1.0,20.1
2821,2,3,1,0.14666666666666667,0.25333333333333335,0.0,0.18666666666666668,0.41333333333333333,0,0.0,0.0,1.0,35.9
2822,2,2,1,0.1267605633802817,0.28169014084507044,0.0,0.15492957746478872,0.36619718309859156,5,0.0,0.0,1.0,35.2
2823,2,2,1,0.05660377358490566,0.33962264150943394,0.0,0.20754716981132076,0.3584905660377358,2,0.0,0.0,1.0,26.5
2824,2,0,1,0.17391304347826086,0.13043478260869565,0.0,0.17391304347826086,0.5217391304347826,0,0.0,1.0,0.0,10.6
2825,2,2,1,0.057692307692307696,0.2692307692307692,0.019230769230769232,0.21153846153846154,0.38461538461538464,4,0.0,0.0,1.0,25.6
2826,2,0,1,0.08333333333333333,0.20833333333333334,0.0,0.20833333333333334,0.5,0,0.0,1.0,0.0,10.0
2827,2,2,1,0.10526315789473684,0.24561403508771928,0.0,0.21052631578947367,0.3684210526315789,4,0.0,0.0,1.0,27.3
2828,2,0,1,0.09836065573770492,0.26229508196721313,0.0,0.21311475409836064,0.39344262295081966,2,0.0,0.0,1.0,13.6
2829,2,2,1,0.05555555555555555,0.3194444444444444,0.0,0.18055555555555555,0.4305555555555556,1,0.0,0.0,1.0,16.6
2830,2,1,1,0.12121212121212122,0.25252525252525254,0.0,0.15151515151515152,0.46464646464646464,1,0.0,0.0,1.0,47.5
