essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level
4918,3,1,1,0.11320754716981132,0.32075471698113206,0.0,0.18867924528301888,0.3584905660377358,1,0.0,0.0,1.0,30.8
4919,3,1,1,0.1206896551724138,0.25862068965517243,0.0,0.15517241379310345,0.4482758620689655,1,0.0,0.0,1.0,30.6
4920,3,1,1,0.09090909090909091,0.3939393939393939,0.0,0.15151515151515152,0.3333333333333333,1,0.0,1.0,0.0,19.9
4921,3,2,1,0.21875,0.34375,0.0,0.125,0.28125,1,0.0,1.0,0.0,19.0
4922,3,0,1,0.07407407407407407,0.2962962962962963,0.0,0.14814814814814814,0.48148148148148145,0,0.0,1.0,0.0,14.9
4923,3,1,1,0.05555555555555555,0.2222222222222222,0.0,0.2222222222222222,0.5,0,0.0,1.0,0.0,8.0
4924,3,2,1,0.2318840579710145,0.17391304347826086,0.0,0.2028985507246377,0.391304347826087,0,0.0,0.0,1.0,33.5
4925,3,1,1,0.10344827586206896,0.29310344827586204,0.0,0.1724137931034483,0.41379310344827586,1,0.0,0.0,1.0,30.6
4926,3,1,1,0.125,0.275,0.0,0.2,0.35,2,0.0,0.0,1.0,11.6
4927,3,1,1,0.2647058823529412,0.3235294117647059,0.0,0.14705882352941177,0.2647058823529412,0,0.0,1.0,0.0,17.6
4928,3,2,1,0.2,0.23636363636363636,0.0,0.14545454545454545,0.41818181818181815,0,0.0,0.0,1.0,14.8
4929,3,1,1,0.16981132075471697,0.2641509433962264,0.0,0.16981132075471697,0.33962264150943394,3,0.0,0.0,1.0,29.0
4930,3,1,1,0.1044776119402985,0.31343283582089554,0.0,0.1791044776119403,0.373134328358209,2,0.0,0.0,1.0,34.2
4931,3,1,1,0.16981132075471697,0.3584905660377358,0.0,0.1320754716981132,0.33962264150943394,0,0.0,0.0,1.0,27.1
4932,3,1,1,0.1590909090909091,0.18181818181818182,0.0,0.20454545454545456,0.4318181818181818,1,0.0,0.0,1.0,22.8
4933,3,1,1,0.09615384615384616,0.3076923076923077,0.0,0.17307692307692307,0.40384615384615385,1,0.0,0.0,1.0,25.0
4934,3,1,1,0.11538461538461539,0.3269230769230769,0.0,0.25,0.3076923076923077,0,0.0,0.0,1.0,29.8
4935,3,1,1,0.11494252873563218,0.27586206896551724,0.0,0.20689655172413793,0.40229885057471265,0,0.0,0.0,1.0,45.2
4936,3,2,1,0.18,0.24,0.0,0.2,0.36,1,0.0,0.0,1.0,25.8
4937,3,1,1,0.16666666666666666,0.24242424242424243,0.0,0.21212121212121213,0.3787878787878788,0,0.0,0.0,1.0,35.8
4938,3,1,1,0.16666666666666666,0.2962962962962963,0.0,0.18518518518518517,0.3333333333333333,1,0.0,0.0,1.0,29.9
4939,3,1,1,0.16279069767441862,0.27906976744186046,0.0,0.13953488372093023,0.4186046511627907,0,0.0,0.0,1.0,23.4
4940,3,1,1,0.13114754098360656,0.29508196721311475,0.0,0.14754098360655737,0.3770491803278688,3,0.0,0.0,1.0,29.3
4941,3,0,1,0.17647058823529413,0.35294117647058826,0.0,0.11764705882352941,0.3333333333333333,1,0.0,0.0,1.0,24.5
