essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level
13959,6,0,1,0.13793103448275862,0.1724137931034483,0.0,0.27586206896551724,0.3448275862068966,2,0.0,1.0,0.0,3.4
13960,6,0,1,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,17.8
13961,6,0,1,0.061224489795918366,0.2857142857142857,0.0,0.1836734693877551,0.4489795918367347,1,0.0,0.0,1.0,11.7
13962,6,0,1,0.0,0.18518518518518517,0.0,0.25925925925925924,0.5555555555555556,0,0.0,1.0,0.0,10.7
13963,6,0,1,0.08333333333333333,0.3125,0.0,0.16666666666666666,0.4375,0,0.0,0.0,1.0,6.6
13964,6,0,1,0.0,0.4090909090909091,0.0,0.13636363636363635,0.4090909090909091,1,0.0,1.0,0.0,4.2
13965,6,0,1,0.0,0.36363636363636365,0.0,0.0,0.6363636363636364,0,0.0,1.0,0.0,7.2
13966,6,0,1,0.0425531914893617,0.2553191489361702,0.0,0.19148936170212766,0.46808510638297873,2,0.0,0.0,1.0,5.3
13967,6,0,1,0.5,0.5,0.0,0.0,0.0,0,1.0,0.0,0.0,7.8
13968,6,0,1,0.14583333333333334,0.16666666666666666,0.0,0.20833333333333334,0.4791666666666667,0,0.0,0.0,1.0,22.7
13969,6,0,1,0.024390243902439025,0.24390243902439024,0.0,0.2926829268292683,0.43902439024390244,0,0.0,0.0,1.0,8.5
13970,6,0,1,0.0,0.75,0.0,0.0,0.25,0,1.0,0.0,0.0,8.8
13971,6,1,1,0.06896551724137931,0.41379310344827586,0.0,0.13793103448275862,0.3793103448275862,0,0.0,1.0,0.0,12.0
13972,6,0,1,0.25,0.375,0.0,0.25,0.125,0,1.0,0.0,0.0,4.7
13973,6,0,1,0.05263157894736842,0.3684210526315789,0.0,0.10526315789473684,0.47368421052631576,0,0.0,1.0,0.0,13.1
13974,6,0,1,0.15,0.3,0.0,0.25,0.3,0,0.0,1.0,0.0,13.5
13975,6,0,1,0.1,0.5,0.0,0.3,0.1,0,1.0,0.0,0.0,19.4
13976,6,0,1,0.09523809523809523,0.23809523809523808,0.0,0.2857142857142857,0.38095238095238093,0,0.0,1.0,0.0,12.6
13977,6,0,1,0.0,0.6,0.0,0.2,0.2,0,1.0,0.0,0.0,5.6
13978,6,0,1,0.16176470588235295,0.29411764705882354,0.0,0.16176470588235295,0.38235294117647056,0,0.0,0.0,1.0,34.4
13979,6,0,1,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,14.9
13980,6,0,1,0.07692307692307693,0.2692307692307692,0.0,0.19230769230769232,0.46153846153846156,0,0.0,1.0,0.0,15.1
13981,6,0,1,0.05555555555555555,0.5,0.0,0.0,0.4444444444444444,0,0.0,1.0,0.0,12.2
13982,6,0,1,0.15151515151515152,0.2727272727272727,0.0,0.18181818181818182,0.36363636363636365,1,0.0,1.0,0.0,19.6
13983,6,0,1,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0,1.0,0.0,0.0,-3.5
13984,6,0,1,0.0,0.46153846153846156,0.0,0.07692307692307693,0.46153846153846156,0,0.0,1.0,0.0,2.8
13985,6,0,1,0.13333333333333333,0.4,0.0,0.06666666666666667,0.3333333333333333,1,0.0,1.0,0.0,7.1
13986,6,0,1,0.06666666666666667,0.31666666666666665,0.0,0.16666666666666666,0.45,0,0.0,0.0,1.0,31.6
13987,6,0,1,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,35.6
13988,6,0,1,0.02127659574468085,0.3404255319148936,0.0,0.14893617021276595,0.48936170212765956,0,0.0,0.0,1.0,24.9
13989,6,0,1,0.1111111111111111,0.28888888888888886,0.0,0.15555555555555556,0.4444444444444444,0,0.0,0.0,1.0,11.1
13990,6,0,1,0.08695652173913043,0.34782608695652173,0.0,0.17391304347826086,0.34782608695652173,1,0.0,1.0,0.0,17.1
13991,6,0,1,0.2857142857142857,0.5714285714285714,0.0,0.0,0.14285714285714285,0,1.0,0.0,0.0,15.7
13992,6,0,1,0.0,0.5,0.0,0.5,0.0,0,1.0,0.0,0.0,12.5
13993,6,0,1,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,30.9
