essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,pred_score,prompt_relevence,total_length
8192,4,0,0,2,2,3,2,2,2,4,1,1,16.3,0,18,27
8193,4,1,0,2,2,3,2,2,2,4,1,1,10.5,0,41,56
8194,4,1,0,2,3,3,2,2,2,2,1,1,8.3,0,43,50
8195,4,0,0,2,2,3,2,2,2,1,2,1,5.3,0,21,28
8196,4,2,0,2,2,3,2,2,2,4,1,1,11.4,1,44,60
8197,4,2,0,2,2,3,3,2,2,4,1,1,12.2,0,36,57
8198,4,1,0,2,2,3,2,2,2,4,1,1,11.7,0,27,40
8199,4,1,0,2,2,3,2,2,2,2,1,1,9.8,0,43,56
8200,4,1,0,2,2,3,2,2,1,2,1,1,11.7,0,33,44
8201,4,0,0,2,2,3,2,2,2,2,1,1,7.7,0,28,43
8202,4,1,0,2,2,3,2,2,2,2,1,1,12.8,0,43,64
8203,4,0,0,2,2,3,2,2,1,4,2,2,11.6,0,45,67
8204,4,1,0,2,2,3,2,2,2,4,1,1,17.9,0,46,61
8205,4,1,0,2,2,3,2,2,2,4,1,1,9.4,0,20,32
8206,4,0,0,2,2,3,2,2,2,4,1,1,8.0,0,28,41
8207,4,1,0,2,2,3,2,3,2,4,1,1,13.1,0,51,72
8208,4,0,0,2,3,3,2,2,2,4,1,1,9.6,0,47,64
8209,4,0,0,2,2,3,3,2,2,4,1,1,7.9,0,24,35
8210,4,0,0,2,2,3,2,2,2,4,1,1,11.7,0,16,26
8211,4,1,0,2,2,3,2,2,2,4,4,4,12.1,0,33,43
8212,4,1,0,2,2,3,2,2,2,4,1,1,11.3,0,40,61
8213,4,1,0,2,2,3,2,2,2,4,1,1,11.8,0,46,63
8214,4,1,0,2,2,3,2,2,2,4,1,1,13.5,0,36,51
8215,4,1,0,2,2,3,2,2,2,4,1,1,12.6,0,19,23
8216,4,1,0,2,2,3,2,2,2,4,1,1,11.8,0,26,44
8217,4,1,0,2,2,3,2,2,2,2,1,1,12.1,0,31,37
8218,4,0,0,2,2,3,3,2,2,4,1,1,12.5,0,18,34
8219,4,1,0,2,2,3,2,3,2,1,2,1,4.4,0,31,51
8220,4,0,0,2,2,3,2,2,2,4,1,1,6.2,0,17,30
8221,4,1,0,3,2,3,2,2,2,2,1,1,5.0,0,31,51
8222,4,1,0,2,2,3,2,2,2,2,1,1,14.5,0,32,41
8223,4,1,0,2,2,3,3,2,2,4,1,1,13.9,0,20,26
8224,4,1,0,2,2,3,2,2,2,4,1,1,7.0,0,48,68
8225,4,0,0,2,2,3,2,2,2,4,1,1,10.3,0,13,17
8226,4,1,0,2,2,3,2,2,2,4,1,1,13.9,0,39,51
8227,4,1,0,2,2,3,2,2,2,4,1,1,12.2,0,21,28
8228,4,1,0,2,2,3,2,2,2,4,1,1,14.5,0,42,57
8229,4,0,0,2,2,3,2,2,1,1,2,1,6.3,0,15,26
8230,4,0,0,3,2,3,2,2,2,1,2,1,9.4,0,17,21
8231,4,0,0,2,2,3,2,2,2,4,1,1,8.5,0,11,14
8232,4,1,0,2,2,3,2,2,2,1,2,1,9.7,0,27,34
8233,4,1,0,2,2,3,2,2,2,1,2,1,12.4,0,26,29
8234,4,0,0,2,2,3,2,2,2,4,1,1,15.5,0,19,27
8235,4,1,0,3,2,3,2,2,2,4,1,1,11.4,0,18,35
8236,4,1,0,2,2,3,2,2,2,1,2,1,7.5,0,27,38
8237,4,0,0,2,2,3,2,2,2,4,1,1,18.9,0,16,29
8238,4,1,0,2,2,3,3,2,2,1,2,1,4.9,0,37,47
8239,4,1,0,2,2,3,2,2,2,4,1,1,11.9,0,17,22
8240,4,2,0,2,3,3,2,2,2,4,1,1,5.2,0,46,64
8241,4,1,0,2,2,3,2,2,2,4,1,1,11.9,0,35,57
