essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,pred_score,prompt_relevence,total_length
1,1,1,0,2,2,3,2,2,1,4,2,2,28.3,0,23,56
2,1,1,0,2,2,3,2,2,1,4,2,2,27.0,0,17,48
3,1,1,0,2,2,3,2,2,1,4,1,1,5.5,0,13,35
4,1,0,0,2,2,3,2,2,2,4,1,1,7.0,0,5,17
5,1,2,0,2,2,3,2,2,2,4,1,1,13.5,1,12,31
6,1,1,0,2,2,3,2,2,2,2,2,1,5.4,0,9,24
7,1,1,0,2,2,3,2,2,1,4,1,1,15.5,0,30,82
8,1,3,0,2,2,3,2,2,2,4,1,1,8.1,1,22,65
9,1,3,0,2,2,3,2,2,2,2,1,1,6.6,1,13,59
10,1,2,0,2,2,3,2,2,2,4,2,2,17.4,1,16,59
11,1,0,0,2,2,3,2,3,2,4,1,1,9.7,0,9,13
12,1,3,0,3,2,3,2,2,2,2,1,1,6.6,1,17,41
13,1,2,0,2,2,3,2,2,1,2,1,1,9.4,1,16,47
14,1,2,0,2,2,3,2,2,2,1,2,1,5.6,1,5,8
15,1,0,0,2,2,2,3,2,1,4,2,2,14.5,0,20,54
16,1,0,0,2,2,3,2,2,2,1,2,1,-1.8,0,3,8
17,1,3,0,2,2,3,2,2,2,4,1,1,13.4,1,19,52
18,1,0,0,2,2,3,3,2,2,4,1,1,9.1,0,25,84
19,1,0,0,2,2,3,2,2,2,4,1,1,7.3,0,27,45
20,1,3,0,3,2,3,2,2,1,4,2,2,20.1,1,31,83
21,1,0,0,2,2,3,2,2,2,2,1,1,6.3,0,18,46
22,1,2,0,2,2,3,2,2,1,4,2,2,21.1,1,18,44
23,1,0,0,2,2,3,2,3,2,4,1,1,6.2,0,3,28
24,1,3,0,2,2,3,2,2,2,4,1,1,8.1,1,13,53
25,1,1,0,2,2,3,3,2,2,4,1,1,9.1,0,7,14
26,1,2,0,2,2,3,2,3,2,4,2,2,34.2,1,16,69
27,1,2,0,2,2,3,2,2,2,1,2,1,3.5,1,3,25
28,1,0,0,2,2,3,3,2,1,1,3,1,4.9,0,36,71
29,1,3,0,2,2,3,2,2,2,2,2,1,6.3,1,10,25
30,1,2,0,2,2,3,2,2,1,2,1,1,4.3,1,12,44
31,1,2,0,2,2,3,2,3,2,4,1,1,11.2,1,32,65
32,1,0,0,2,3,3,3,2,2,4,1,1,4.7,0,5,14
33,1,3,0,2,2,3,2,2,2,4,1,1,13.3,1,6,28
34,1,3,0,2,2,3,2,2,2,4,1,1,3.5,1,16,39
35,1,1,0,2,2,3,2,2,2,4,1,1,7.0,0,12,35
36,1,2,0,2,2,3,2,2,2,4,1,1,2.8,1,17,50
37,1,2,0,2,2,3,2,2,2,4,1,1,7.3,1,22,55
38,1,0,0,2,2,3,2,2,2,4,2,2,16.7,0,11,37
39,1,1,0,2,2,3,2,2,2,4,1,1,7.4,0,14,39
40,1,2,0,2,2,3,2,2,2,4,1,1,8.1,1,27,58
41,1,1,0,2,2,3,2,2,2,4,1,1,18.8,0,13,35
42,1,3,0,3,2,3,3,2,2,4,1,1,6.9,1,21,52
43,1,3,0,2,2,2,2,2,2,4,2,2,22.9,1,21,49
44,1,3,0,2,2,3,2,2,2,1,2,1,5.6,1,12,31
45,1,2,0,2,2,3,2,2,2,4,1,1,7.7,1,19,36
46,1,0,0,2,2,3,2,2,2,4,2,2,10.1,0,8,39
47,1,2,0,2,2,3,2,2,1,4,1,1,9.8,1,16,61
48,1,0,0,3,2,3,2,2,2,1,2,1,7.7,0,9,41
49,1,0,0,2,2,3,2,2,2,4,1,1,8.2,0,5,22
