essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,pred_score,prompt_relevence,total_length
20480,8,1,0,2,2,2,2,2,2,4,1,1,1.2,0,13,21
20481,8,2,0,2,2,2,2,2,2,4,1,1,7.4,1,55,76
20482,8,0,0,2,2,2,2,2,2,4,2,2,17.3,0,59,82
20483,8,2,0,2,2,2,2,2,2,2,2,1,4.1,1,35,56
20484,8,0,0,2,2,2,2,3,2,4,1,1,5.8,0,45,62
20485,8,2,0,2,2,2,2,2,2,2,1,1,3.1,1,40,52
20486,8,0,0,2,2,3,2,2,2,4,1,1,4.5,0,35,45
20487,8,0,0,2,2,2,2,2,2,4,1,1,2.5,0,27,41
20488,8,1,0,2,2,2,2,2,2,4,1,1,5.1,0,32,48
20489,8,1,0,2,2,2,2,2,2,4,1,1,7.2,0,12,18
20490,8,2,0,2,2,2,2,2,2,4,1,1,4.0,1,37,57
20491,8,2,0,2,2,2,2,2,2,4,1,1,1.7,1,12,15
20492,8,2,0,2,2,2,2,2,2,2,2,1,7.5,1,102,145
20493,8,0,0,2,2,2,3,2,2,4,1,1,3.9,0,12,17
20494,8,1,0,2,3,2,2,2,2,4,2,2,7.2,0,54,77
20495,8,2,0,2,2,2,2,2,2,4,1,1,5.9,1,56,85
20496,8,0,0,3,2,2,3,2,2,2,2,1,8.9,0,18,33
20497,8,2,0,2,3,2,2,2,2,4,1,1,4.6,1,20,29
20498,8,2,0,2,2,3,2,2,2,4,1,1,9.4,1,49,96
20499,8,1,0,2,2,2,2,2,2,4,1,1,1.1,0,17,22
20500,8,2,0,2,2,2,2,2,1,2,1,1,6.0,1,136,202
20501,8,2,0,2,3,2,2,2,2,4,1,1,4.9,1,52,77
20502,8,0,0,2,2,2,2,2,2,1,2,1,5.0,0,7,7
20503,8,2,0,2,2,2,3,2,2,2,2,1,4.4,1,32,46
20504,8,2,0,2,2,2,2,2,2,4,1,1,5.5,1,76,116
20505,8,2,0,2,2,2,2,3,2,2,1,1,5.2,1,72,106
20506,8,0,0,2,2,3,2,2,2,4,1,1,7.5,0,85,126
20507,8,2,0,2,2,2,2,2,2,2,2,1,6.5,1,69,113
20508,8,1,0,2,2,2,2,2,2,2,2,1,2.8,0,17,27
20509,8,2,0,2,2,2,2,2,2,4,1,1,4.6,1,50,72
20510,8,0,0,2,2,2,2,3,2,4,1,1,3.0,0,9,12
20511,8,1,0,2,2,2,2,2,2,4,1,1,0.8,0,13,17
20512,8,2,0,2,2,2,2,2,2,4,1,1,4.2,1,17,22
20513,8,1,0,2,3,2,2,2,2,4,1,1,2.4,0,37,56
20514,8,0,0,2,2,2,2,2,2,4,1,1,4.5,0,11,16
20515,8,2,0,2,2,3,2,2,2,4,1,1,4.5,1,43,71
20516,8,2,0,2,2,2,3,2,2,4,1,1,4.9,1,35,47
20517,8,0,0,2,2,2,2,2,2,2,2,1,6.4,0,21,33
20518,8,0,0,2,2,2,2,2,2,1,2,1,2.6,0,5,8
20519,8,2,0,2,2,2,2,2,2,4,1,1,3.2,1,37,53
20520,8,1,0,2,2,2,2,2,2,4,1,1,5.4,0,17,31
20521,8,0,0,2,2,2,2,2,2,2,2,1,8.5,0,22,30
20522,8,1,0,2,2,2,2,3,2,4,1,1,5.1,0,12,19
20523,8,0,0,2,2,2,3,2,2,4,1,1,7.3,0,9,17
20524,8,0,0,2,2,2,2,2,2,4,1,1,5.7,0,48,79
20525,8,0,0,2,2,2,2,3,2,4,2,2,7.8,0,21,41
20526,8,1,0,2,2,3,2,2,2,4,1,1,5.7,0,17,35
20527,8,2,0,2,2,3,2,2,2,2,2,1,4.2,1,59,85
20528,8,0,0,2,2,2,2,2,2,4,1,1,7.8,0,74,104
20529,8,1,0,2,2,2,2,2,2,4,1,1,5.4,0,22,32
20530,8,0,0,3,2,2,2,2,2,4,1,1,2.5,0,23,26
20531,8,1,0,2,2,2,2,2,2,4,1,1,7.2,0,41,63
20532,8,2,0,3,3,3,2,2,1,2,1,1,6.9,1,44,74
20533,8,0,0,2,2,2,2,2,2,4,1,1,6.6,0,64,103
20534,8,0,0,2,3,2,2,2,2,4,1,1,11.2,0,58,94
20535,8,0,0,2,2,2,2,2,2,1,2,1,-0.7,0,9,9
20536,8,1,0,2,2,2,2,3,2,4,1,1,9.5,0,10,17
20537,8,1,0,2,2,2,2,2,2,4,1,1,8.2,0,13,18
20538,8,0,0,2,3,2,2,2,2,4,1,1,9.4,0,17,24
20539,8,2,0,2,2,2,2,2,2,4,1,1,5.1,1,53,75
20540,8,1,0,2,2,2,2,2,2,1,2,1,0.9,0,3,5
20541,8,1,0,2,2,2,2,3,2,2,2,1,4.9,0,10,19
20542,8,1,0,2,2,2,2,2,2,4,1,1,3.3,0,44,57
20543,8,2,0,2,2,2,2,3,2,4,1,1,4.4,1,47,62
20544,8,0,0,2,3,2,3,2,2,4,1,1,2.1,0,27,33
20545,8,1,0,2,2,2,2,2,2,4,1,1,1.7,0,24,31
20546,8,2,0,2,2,2,2,2,2,4,1,1,8.3,1,40,63
20547,8,2,0,2,3,2,2,2,2,4,1,1,4.6,1,36,47
20548,8,1,0,2,2,2,2,3,2,4,1,1,6.8,0,31,48
20549,8,2,0,2,2,2,2,2,2,4,1,1,7.0,1,42,64
20550,8,1,0,2,2,2,2,2,2,1,2,1,-3.9,0,3,5
20551,8,1,0,3,2,2,3,2,2,4,1,1,6.5,0,9,25
20552,8,0,0,2,2,2,2,2,2,1,2,1,3.2,0,56,68
20553,8,0,0,2,3,3,2,2,2,4,1,1,3.9,0,27,47
20554,8,1,0,2,2,3,2,2,2,4,2,2,11.1,0,27,42
20555,8,1,0,3,2,2,2,2,2,2,2,1,3.7,0,27,41
20556,8,0,0,2,2,2,2,2,2,4,1,1,3.7,0,14,18
20557,8,0,0,2,2,2,2,2,2,1,2,1,-1.9,0,4,6
