essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level
24576,9,1,1,0.05555555555555555,0.25,0.0,0.2222222222222222,0.4722222222222222,0,0.0,0.0,1.0,17.0
24577,9,2,1,0.07407407407407407,0.3333333333333333,0.0,0.18518518518518517,0.3333333333333333,2,0.0,1.0,0.0,15.6
24578,9,2,1,0.2138364779874214,0.22641509433962265,0.0,0.16352201257861634,0.389937106918239,1,0.0,0.0,1.0,80.2
24579,9,2,1,0.08695652173913043,0.2608695652173913,0.0,0.2391304347826087,0.41304347826086957,0,0.0,0.0,1.0,23.8
24580,9,1,1,0.05263157894736842,0.21052631578947367,0.0,0.2631578947368421,0.47368421052631576,0,0.0,1.0,0.0,10.6
24581,9,0,1,0.058823529411764705,0.17647058823529413,0.0,0.11764705882352941,0.6470588235294118,0,0.0,1.0,0.0,7.8
24582,9,2,1,0.10416666666666667,0.2604166666666667,0.010416666666666666,0.20833333333333334,0.4270833333333333,0,0.0,0.0,1.0,48.8
24583,9,0,1,0.058823529411764705,0.29411764705882354,0.0,0.17647058823529413,0.47058823529411764,0,0.0,1.0,0.0,4.3
24584,9,0,1,0.05555555555555555,0.2222222222222222,0.0,0.16666666666666666,0.5555555555555556,0,0.0,1.0,0.0,6.1
24585,9,2,1,0.08955223880597014,0.3283582089552239,0.0,0.23880597014925373,0.34328358208955223,0,0.0,0.0,1.0,33.5
24586,9,0,1,0.029411764705882353,0.17647058823529413,0.0,0.20588235294117646,0.5882352941176471,0,0.0,1.0,0.0,12.9
24587,9,2,1,0.1724137931034483,0.1724137931034483,0.0,0.1724137931034483,0.4827586206896552,0,0.0,0.0,1.0,27.7
24588,9,1,1,0.08695652173913043,0.43478260869565216,0.0,0.13043478260869565,0.34782608695652173,0,0.0,1.0,0.0,11.6
24589,9,2,1,0.1693548387096774,0.23387096774193547,0.0,0.1935483870967742,0.3951612903225806,1,0.0,0.0,1.0,61.0
24590,9,1,1,0.19047619047619047,0.2857142857142857,0.0,0.19047619047619047,0.3333333333333333,0,0.0,1.0,0.0,11.3
24591,9,1,1,0.20588235294117646,0.23529411764705882,0.0,0.20588235294117646,0.35294117647058826,0,0.0,0.0,1.0,32.6
24592,9,2,1,0.058823529411764705,0.27941176470588236,0.0,0.17647058823529413,0.4852941176470588,0,0.0,0.0,1.0,34.0
24593,9,2,1,0.04225352112676056,0.29577464788732394,0.0,0.22535211267605634,0.4225352112676056,1,0.0,0.0,1.0,35.5
24594,9,2,1,0.0,0.42105263157894735,0.0,0.15789473684210525,0.42105263157894735,0,0.0,1.0,0.0,10.4
24595,9,1,1,0.08928571428571429,0.26785714285714285,0.0,0.23214285714285715,0.4107142857142857,0,0.0,0.0,1.0,27.9
24596,9,2,1,0.029411764705882353,0.28431372549019607,0.0,0.21568627450980393,0.47058823529411764,0,0.0,0.0,1.0,49.6
24597,9,1,1,0.14634146341463414,0.07317073170731707,0.0,0.2682926829268293,0.5121951219512195,0,0.0,0.0,1.0,20.5
24598,9,1,1,0.09090909090909091,0.26262626262626265,0.0,0.18181818181818182,0.46464646464646464,0,0.0,0.0,1.0,49.6
24599,9,1,1,0.0,0.5,0.0,0.0,0.5,0,1.0,0.0,0.0,3.1
24600,9,0,1,0.0,0.25,0.0,0.1875,0.5625,0,0.0,1.0,0.0,5.1
24601,9,1,1,0.10606060606060606,0.19696969696969696,0.0,0.22727272727272727,0.45454545454545453,1,0.0,0.0,1.0,13.5
24602,9,1,1,0.18421052631578946,0.21052631578947367,0.0,0.18421052631578946,0.42105263157894735,0,0.0,0.0,1.0,55.2
24603,9,1,1,0.0851063829787234,0.19148936170212766,0.0,0.19148936170212766,0.5319148936170213,0,0.0,0.0,1.0,21.4
24604,9,2,1,0.13513513513513514,0.2972972972972973,0.0,0.16216216216216217,0.40540540540540543,0,0.0,0.0,1.0,20.8
24605,9,2,1,0.0945945945945946,0.25675675675675674,0.0,0.20270270270270271,0.44594594594594594,0,0.0,0.0,1.0,35.4
24606,9,0,1,0.0,0.3076923076923077,0.0,0.23076923076923078,0.46153846153846156,0,0.0,1.0,0.0,5.7
24607,9,2,1,0.11363636363636363,0.25,0.0,0.18181818181818182,0.4318181818181818,1,0.0,0.0,1.0,23.7
24608,9,1,1,0.1282051282051282,0.3076923076923077,0.0,0.15384615384615385,0.41025641025641024,0,0.0,0.0,1.0,19.0
24609,9,2,1,0.18032786885245902,0.26229508196721313,0.0,0.14754098360655737,0.4098360655737705,0,0.0,0.0,1.0,31.1
24610,9,1,1,0.0,0.5,0.0,0.25,0.25,0,1.0,0.0,0.0,6.1
24611,9,1,1,0.10714285714285714,0.17857142857142858,0.0,0.25,0.4642857142857143,0,0.0,1.0,0.0,13.8
24612,9,1,1,0.16129032258064516,0.0967741935483871,0.0,0.2903225806451613,0.45161290322580644,0,0.0,1.0,0.0,12.3
24613,9,1,1,0.06451612903225806,0.1935483870967742,0.0,0.25806451612903225,0.4838709677419355,0,0.0,1.0,0.0,13.8
24614,9,1,1,0.10526315789473684,0.42105263157894735,0.0,0.2631578947368421,0.21052631578947367,0,0.0,1.0,0.0,11.1
24615,9,2,1,0.08527131782945736,0.31007751937984496,0.0,0.16279069767441862,0.43410852713178294,1,0.0,0.0,1.0,65.8
24616,9,1,1,0.18604651162790697,0.27906976744186046,0.0,0.18604651162790697,0.3488372093023256,0,0.0,0.0,1.0,44.9
24617,9,1,1,0.14285714285714285,0.23809523809523808,0.0,0.12698412698412698,0.49206349206349204,0,0.0,0.0,1.0,28.2
24618,9,1,1,0.07692307692307693,0.20512820512820512,0.0,0.2222222222222222,0.49572649572649574,0,0.0,0.0,1.0,28.5
24619,9,2,1,0.171875,0.234375,0.0,0.15625,0.4375,0,0.0,0.0,1.0,31.9
24620,9,0,1,0.09090909090909091,0.12121212121212122,0.0,0.30303030303030304,0.45454545454545453,1,0.0,1.0,0.0,15.2
24621,9,0,1,0.06521739130434782,0.32608695652173914,0.0,0.1956521739130435,0.41304347826086957,0,0.0,0.0,1.0,25.3
24622,9,1,1,0.0,0.3125,0.0,0.1875,0.5,0,0.0,1.0,0.0,6.0
24623,9,1,1,0.102803738317757,0.27102803738317754,0.0,0.19626168224299065,0.42990654205607476,0,0.0,0.0,1.0,26.8
24624,9,0,1,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0,1.0,0.0,0.0,2.9
24625,9,0,1,0.1,0.3,0.0,0.16666666666666666,0.43333333333333335,0,0.0,1.0,0.0,14.2
24626,9,1,1,0.11627906976744186,0.20930232558139536,0.0,0.18604651162790697,0.46511627906976744,1,0.0,0.0,1.0,21.7
24627,9,2,1,0.11904761904761904,0.29365079365079366,0.0,0.1984126984126984,0.373015873015873,2,0.0,0.0,1.0,64.6
24628,9,0,1,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0,1.0,0.0,0.0,3.6
24629,9,2,1,0.0,0.4444444444444444,0.0,0.16666666666666666,0.3888888888888889,0,0.0,1.0,0.0,11.1
24630,9,1,1,0.13513513513513514,0.2972972972972973,0.0,0.13513513513513514,0.43243243243243246,0,0.0,0.0,1.0,25.6
24631,9,2,1,0.125,0.40625,0.0,0.15625,0.3125,0,0.0,1.0,0.0,16.0
24632,9,2,1,0.1590909090909091,0.20454545454545456,0.0,0.1590909090909091,0.4772727272727273,0,0.0,0.0,1.0,22.6
24633,9,1,1,0.09090909090909091,0.1590909090909091,0.0,0.2727272727272727,0.4772727272727273,0,0.0,0.0,1.0,20.6
24634,9,2,1,0.03278688524590164,0.26229508196721313,0.0,0.19672131147540983,0.5081967213114754,0,0.0,0.0,1.0,30.8
24635,9,1,1,0.058823529411764705,0.17647058823529413,0.0,0.29411764705882354,0.47058823529411764,0,0.0,1.0,0.0,9.0
24636,9,2,1,0.16417910447761194,0.31343283582089554,0.0,0.11940298507462686,0.40298507462686567,0,0.0,0.0,1.0,33.4
24637,9,1,1,0.08888888888888889,0.17777777777777778,0.0,0.2222222222222222,0.5111111111111111,0,0.0,0.0,1.0,21.3
24638,9,0,1,0.0,0.25,0.0,0.3,0.45,0,0.0,1.0,0.0,9.8
24639,9,1,1,0.11320754716981132,0.24528301886792453,0.0,0.18867924528301888,0.4339622641509434,1,0.0,0.0,1.0,9.3
24640,9,1,1,0.09090909090909091,0.3181818181818182,0.0,0.09090909090909091,0.5,0,0.0,1.0,0.0,12.7
24641,9,1,1,0.038461538461538464,0.23076923076923078,0.0,0.19230769230769232,0.5384615384615384,0,0.0,1.0,0.0,11.0
24642,9,1,1,0.0,0.3,0.0,0.2,0.5,0,1.0,0.0,0.0,2.4
24643,9,1,1,0.13592233009708737,0.2524271844660194,0.0,0.20388349514563106,0.4077669902912621,0,0.0,0.0,1.0,51.6
24644,9,2,1,0.06779661016949153,0.3050847457627119,0.0,0.11864406779661017,0.5084745762711864,0,0.0,0.0,1.0,29.3
24645,9,0,1,0.0,0.4444444444444444,0.0,0.1111111111111111,0.4444444444444444,0,1.0,0.0,0.0,8.2
24646,9,1,1,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,0,0.0,1.0,0.0,18.5
24647,9,1,1,0.11650485436893204,0.24271844660194175,0.009708737864077669,0.18446601941747573,0.4563106796116505,0,0.0,0.0,1.0,49.8
24648,9,1,1,0.08333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.4166666666666667,0,0.0,1.0,0.0,6.6
24649,9,2,1,0.15384615384615385,0.2564102564102564,0.0,0.15384615384615385,0.4358974358974359,0,0.0,0.0,1.0,18.6
24650,9,2,1,0.10909090909090909,0.2545454545454545,0.0,0.2,0.43636363636363634,0,0.0,0.0,1.0,25.1
24651,9,2,1,0.102803738317757,0.22429906542056074,0.0,0.19626168224299065,0.4766355140186916,0,0.0,0.0,1.0,55.1
