essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level
8192,4,0,1,0.1111111111111111,0.2962962962962963,0.0,0.1111111111111111,0.48148148148148145,0,0.0,1.0,0.0,15.8
8193,4,1,1,0.14814814814814814,0.2222222222222222,0.0,0.25925925925925924,0.37037037037037035,0,0.0,0.0,1.0,14.6
8194,4,1,1,0.1276595744680851,0.2553191489361702,0.0,0.19148936170212766,0.40425531914893614,1,0.0,0.0,1.0,24.9
8195,4,0,1,0.03571428571428571,0.32142857142857145,0.0,0.25,0.39285714285714285,0,0.0,1.0,0.0,14.1
8196,4,2,1,0.15517241379310345,0.29310344827586204,0.0,0.1724137931034483,0.3620689655172414,1,0.0,0.0,1.0,30.6
8197,4,2,1,0.14035087719298245,0.24561403508771928,0.0,0.22807017543859648,0.3684210526315789,1,0.0,0.0,1.0,18.9
8198,4,1,1,0.125,0.225,0.0,0.25,0.4,0,0.0,0.0,1.0,21.2
8199,4,1,1,0.21818181818181817,0.21818181818181817,0.0,0.23636363636363636,0.32727272727272727,0,0.0,0.0,1.0,29.3
8200,4,1,1,0.14285714285714285,0.2619047619047619,0.0,0.16666666666666666,0.38095238095238093,2,0.0,0.0,1.0,25.2
8201,4,0,1,0.07317073170731707,0.21951219512195122,0.0,0.24390243902439024,0.43902439024390244,1,0.0,0.0,1.0,21.0
8202,4,1,1,0.08196721311475409,0.32786885245901637,0.0,0.2459016393442623,0.3442622950819672,0,0.0,0.0,1.0,32.5
8203,4,0,1,0.13432835820895522,0.29850746268656714,0.0,0.1791044776119403,0.3582089552238806,2,0.0,0.0,1.0,17.0
8204,4,1,1,0.18032786885245902,0.32786885245901637,0.0,0.18032786885245902,0.3114754098360656,0,0.0,0.0,1.0,32.9
8205,4,1,1,0.125,0.28125,0.0,0.3125,0.28125,0,0.0,1.0,0.0,17.1
8206,4,0,1,0.17073170731707318,0.1951219512195122,0.0,0.2682926829268293,0.34146341463414637,1,0.0,0.0,1.0,21.3
8207,4,1,1,0.11764705882352941,0.19117647058823528,0.0,0.27941176470588236,0.39705882352941174,1,0.0,0.0,1.0,35.4
8208,4,0,1,0.0967741935483871,0.22580645161290322,0.0,0.22580645161290322,0.43548387096774194,1,0.0,0.0,1.0,30.2
8209,4,0,1,0.18181818181818182,0.18181818181818182,0.0,0.21212121212121213,0.42424242424242425,0,0.0,1.0,0.0,14.5
8210,4,0,1,0.15384615384615385,0.3076923076923077,0.0,0.07692307692307693,0.46153846153846156,0,0.0,1.0,0.0,11.3
8211,4,1,1,0.1282051282051282,0.3076923076923077,0.0,0.1794871794871795,0.358974358974359,1,0.0,0.0,1.0,12.3
8212,4,1,1,0.09836065573770492,0.3114754098360656,0.0,0.18032786885245902,0.4098360655737705,0,0.0,0.0,1.0,31.2
8213,4,1,1,0.10526315789473684,0.22807017543859648,0.0,0.19298245614035087,0.47368421052631576,0,0.0,0.0,1.0,30.4
8214,4,1,1,0.10869565217391304,0.2391304347826087,0.0,0.2608695652173913,0.3695652173913043,1,0.0,0.0,1.0,16.9
8215,4,1,1,0.043478260869565216,0.21739130434782608,0.0,0.2608695652173913,0.4782608695652174,0,0.0,1.0,0.0,12.4
8216,4,1,1,0.09302325581395349,0.23255813953488372,0.0,0.2558139534883721,0.4186046511627907,0,0.0,0.0,1.0,21.7
8217,4,1,1,0.25,0.21875,0.0,0.28125,0.25,0,0.0,0.0,1.0,22.3
8218,4,0,1,0.09090909090909091,0.36363636363636365,0.0,0.18181818181818182,0.36363636363636365,0,0.0,1.0,0.0,20.5
8219,4,1,1,0.19607843137254902,0.1568627450980392,0.0,0.2549019607843137,0.39215686274509803,0,0.0,0.0,1.0,11.3
8220,4,0,1,0.16666666666666666,0.1,0.0,0.26666666666666666,0.4666666666666667,0,0.0,1.0,0.0,13.2
8221,4,1,1,0.14285714285714285,0.22448979591836735,0.0,0.24489795918367346,0.3877551020408163,0,0.0,0.0,1.0,24.2
8222,4,1,1,0.16216216216216217,0.2702702702702703,0.02702702702702703,0.35135135135135137,0.21621621621621623,0,0.0,0.0,1.0,26.5
8223,4,1,1,0.16666666666666666,0.20833333333333334,0.0,0.20833333333333334,0.4166666666666667,0,0.0,1.0,0.0,13.9
8224,4,1,1,0.125,0.21875,0.0,0.265625,0.375,1,0.0,0.0,1.0,16.2
8225,4,0,1,0.11764705882352941,0.35294117647058826,0.0,0.23529411764705882,0.29411764705882354,0,0.0,1.0,0.0,10.1
8226,4,1,1,0.09803921568627451,0.21568627450980393,0.0,0.23529411764705882,0.43137254901960786,1,0.0,0.0,1.0,26.2
8227,4,1,1,0.11538461538461539,0.34615384615384615,0.0,0.15384615384615385,0.38461538461538464,0,0.0,1.0,0.0,18.4
8228,4,1,1,0.1320754716981132,0.32075471698113206,0.0,0.1509433962264151,0.39622641509433965,0,0.0,0.0,1.0,27.2
8229,4,0,1,0.11538461538461539,0.19230769230769232,0.0,0.2692307692307692,0.34615384615384615,2,0.0,1.0,0.0,14.4
8230,4,0,1,0.14285714285714285,0.3333333333333333,0.0,0.19047619047619047,0.3333333333333333,0,0.0,1.0,0.0,14.2
8231,4,0,1,0.0,0.35714285714285715,0.0,0.14285714285714285,0.5,0,0.0,1.0,0.0,8.1
8232,4,1,1,0.09090909090909091,0.30303030303030304,0.0,0.24242424242424243,0.36363636363636365,0,0.0,1.0,0.0,17.2
8233,4,1,1,0.18518518518518517,0.3333333333333333,0.0,0.1111111111111111,0.37037037037037035,0,0.0,1.0,0.0,18.9
8234,4,0,1,0.1111111111111111,0.2962962962962963,0.0,0.14814814814814814,0.4444444444444444,0,0.0,1.0,0.0,14.9
8235,4,1,1,0.14285714285714285,0.17142857142857143,0.0,0.2857142857142857,0.4,0,0.0,1.0,0.0,19.9
8236,4,1,1,0.08333333333333333,0.19444444444444445,0.0,0.16666666666666666,0.5555555555555556,0,0.0,0.0,1.0,18.9
8237,4,0,1,0.06896551724137931,0.27586206896551724,0.0,0.3448275862068966,0.3103448275862069,0,0.0,1.0,0.0,17.9
8238,4,1,1,0.13953488372093023,0.20930232558139536,0.0,0.18604651162790697,0.4418604651162791,1,0.0,0.0,1.0,20.8
8239,4,1,1,0.2,0.2,0.0,0.25,0.35,0,0.0,1.0,0.0,12.1
8240,4,2,1,0.15625,0.25,0.0,0.1875,0.40625,0,0.0,0.0,1.0,14.3
8241,4,1,1,0.2,0.2,0.0,0.28,0.32,0,0.0,0.0,1.0,28.7
8242,4,1,1,0.18,0.2,0.0,0.28,0.32,1,0.0,0.0,1.0,17.6
8243,4,1,1,0.1,0.325,0.0,0.15,0.425,0,0.0,0.0,1.0,24.3
8244,4,1,1,0.14285714285714285,0.2857142857142857,0.0,0.23809523809523808,0.3333333333333333,0,0.0,1.0,0.0,11.7
8245,4,1,1,0.11764705882352941,0.29411764705882354,0.0,0.23529411764705882,0.35294117647058826,0,0.0,1.0,0.0,12.0
8246,4,0,1,0.26666666666666666,0.26666666666666666,0.0,0.26666666666666666,0.2,0,0.0,1.0,0.0,10.6
8247,4,1,1,0.12962962962962962,0.2962962962962963,0.0,0.25925925925925924,0.3148148148148148,0,0.0,0.0,1.0,31.9
8248,4,1,1,0.20833333333333334,0.16666666666666666,0.0,0.16666666666666666,0.4583333333333333,0,0.0,0.0,1.0,24.8
8249,4,1,1,0.08571428571428572,0.22857142857142856,0.0,0.17142857142857143,0.5142857142857142,0,0.0,1.0,0.0,18.3
8250,4,0,1,0.22727272727272727,0.1590909090909091,0.0,0.18181818181818182,0.4318181818181818,0,0.0,0.0,1.0,22.7
