essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level
12288,5,0,1,0.05,0.35,0.0,0.25,0.35,0,0.0,1.0,0.0,3.3
12289,5,1,1,0.13953488372093023,0.23255813953488372,0.0,0.23255813953488372,0.3953488372093023,0,0.0,0.0,1.0,18.9
12290,5,2,1,0.109375,0.359375,0.0,0.1875,0.3125,2,0.0,0.0,1.0,32.2
12291,5,0,1,0.06666666666666667,0.26666666666666666,0.0,0.2,0.4666666666666667,0,0.0,1.0,0.0,5.2
12292,5,0,1,0.0,0.375,0.0,0.25,0.25,1,1.0,0.0,0.0,11.4
12293,5,0,1,0.0,0.2727272727272727,0.0,0.45454545454545453,0.2727272727272727,0,0.0,1.0,0.0,6.8
12294,5,0,1,0.1111111111111111,0.35555555555555557,0.0,0.15555555555555556,0.35555555555555557,1,0.0,0.0,1.0,12.5
12295,5,0,1,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,30.9
12296,5,0,1,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,62.0
12297,5,0,1,0.18181818181818182,0.45454545454545453,0.0,0.0,0.0,4,0.0,1.0,0.0,7.2
12298,5,0,1,0.05,0.35,0.0,0.2,0.4,0,0.0,1.0,0.0,9.3
12299,5,1,1,0.08695652173913043,0.2608695652173913,0.0,0.2608695652173913,0.30434782608695654,2,0.0,1.0,0.0,10.3
12300,5,0,1,0.0,0.8,0.0,0.0,0.2,0,1.0,0.0,0.0,15.9
12301,5,0,1,0.1,0.25,0.0,0.15,0.5,0,0.0,1.0,0.0,5.2
12302,5,0,1,0.13043478260869565,0.2608695652173913,0.0,0.2826086956521739,0.32608695652173914,0,0.0,0.0,1.0,23.7
12303,5,0,1,0.1,0.15,0.0,0.3,0.4,1,0.0,1.0,0.0,13.5
12304,5,0,1,0.0625,0.3125,0.0,0.375,0.25,0,0.0,1.0,0.0,9.2
12305,5,0,1,0.13043478260869565,0.34782608695652173,0.0,0.2608695652173913,0.2608695652173913,0,0.0,1.0,0.0,17.3
12306,5,0,1,0.0,0.2,0.0,0.2,0.6,0,1.0,0.0,0.0,2.9
12307,5,0,1,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,54.4
12308,5,0,1,0.04,0.2,0.0,0.24,0.52,0,0.0,1.0,0.0,12.9
12309,5,0,1,0.11538461538461539,0.21153846153846154,0.0,0.19230769230769232,0.4807692307692308,0,0.0,0.0,1.0,25.4
12310,5,0,1,0.125,0.16666666666666666,0.0,0.3333333333333333,0.375,0,0.0,1.0,0.0,9.6
12311,5,0,1,0.06818181818181818,0.20454545454545456,0.0,0.20454545454545456,0.5227272727272727,0,0.0,0.0,1.0,19.4
