essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,new_score,pred_score,prompt_relevance,total_length
8863,4,0.0,1,2,2,3,2,2,2,4,1,1,8.8,0,0,41,57
8864,4,0.0,0,2,2,3,2,2,2,4,1,1,8.7,0,0,23,39
8865,4,3.0,1,2,2,3,2,2,2,4,1,1,14.9,1,0,97,136
8866,4,1.0,0,2,2,3,2,2,2,2,2,1,6.8,0,0,37,65
8867,4,2.0,0,2,2,2,2,2,2,2,1,1,7.0,0,0,100,128
8868,4,1.0,0,2,2,3,3,2,2,2,1,1,7.4,0,0,53,71
8869,4,0.0,1,2,2,3,2,2,2,4,1,1,14.7,0,0,71,94
8870,4,2.0,0,2,2,3,2,2,2,4,1,1,10.3,0,0,63,86
8871,4,1.0,0,2,2,3,2,2,2,4,1,1,6.2,0,0,23,32
8872,4,2.0,0,3,2,3,2,2,2,2,1,1,5.4,0,0,97,119
8873,4,2.0,1,2,2,3,2,2,2,2,1,1,9.4,0,0,127,179
8874,4,0.0,0,2,2,3,2,2,2,4,4,4,17.9,0,0,30,42
8875,4,1.0,0,2,2,3,3,2,2,4,1,1,9.3,0,0,21,31
8876,4,2.0,1,2,2,3,2,2,2,4,2,2,13.5,0,0,124,175
8877,4,0.0,0,2,2,3,2,2,2,2,1,1,11.6,0,0,42,71
8878,4,1.0,1,2,2,3,2,2,2,4,1,1,9.2,0,0,36,48
8879,4,2.0,0,2,3,3,2,2,2,4,1,1,6.5,0,0,63,87
8880,4,1.0,0,3,3,3,2,2,2,4,1,1,9.8,0,0,22,34
8881,4,2.0,0,2,2,3,3,2,2,4,1,1,9.3,0,0,126,167
8882,4,1.0,0,2,3,3,2,2,2,4,1,1,6.8,0,0,37,50
8883,4,1.0,0,2,2,3,2,2,2,4,2,2,18.7,0,0,60,81
8884,4,1.0,0,3,3,2,2,2,2,2,2,1,9.8,0,0,21,40
8885,4,2.0,0,2,2,2,2,2,2,4,2,2,13.9,0,0,89,138
8886,4,1.0,0,2,2,3,2,2,2,4,1,1,10.7,0,0,34,46
8887,4,2.0,1,2,3,2,2,2,2,4,1,1,9.1,0,0,60,88
8888,4,1.0,0,2,2,2,2,2,2,2,1,1,6.8,0,0,116,176
8889,4,1.0,0,2,2,3,2,2,2,4,1,1,8.7,0,0,78,115
8890,4,2.0,0,2,2,3,2,2,2,2,1,1,9.3,0,0,57,105
8891,4,3.0,0,2,2,2,2,2,2,4,1,1,11.0,1,0,90,133
8892,4,1.0,0,2,2,3,2,3,2,2,1,1,9.4,0,0,47,79
8893,4,2.0,1,3,2,3,2,2,2,1,2,1,3.5,0,0,43,54
8894,4,1.0,0,2,2,2,3,3,2,1,2,1,3.5,0,0,43,56
8895,4,3.0,0,3,2,2,2,2,2,4,1,1,9.3,1,0,115,177
8896,4,2.0,0,2,2,3,2,2,2,2,1,1,9.5,0,0,54,89
8897,4,1.0,0,2,2,3,2,2,2,4,1,1,15.1,0,0,76,92
8898,4,2.0,0,2,2,3,2,2,2,2,1,1,8.6,0,0,113,140
8899,4,0.0,0,2,2,3,2,2,2,4,1,1,8.4,0,0,26,34
8900,4,1.0,0,3,2,2,2,2,2,2,1,1,6.3,0,0,94,149
8901,4,0.0,0,2,2,3,2,2,2,2,1,1,5.5,0,0,23,36
8902,4,3.0,1,3,2,2,2,2,2,4,2,2,12.4,1,0,116,155
8903,4,3.0,1,2,2,3,2,2,2,4,1,1,9.8,1,0,115,177
8904,4,2.0,0,3,2,2,3,2,2,4,1,1,14.6,0,0,70,111
8905,4,2.0,0,2,2,3,2,2,2,2,1,1,6.3,0,0,81,139
8906,4,1.0,0,3,2,3,2,3,1,4,1,1,8.1,0,0,90,119
8907,4,0.0,0,2,2,3,2,2,2,4,4,4,18.8,0,0,32,40
8908,4,1.0,0,2,2,3,3,2,2,2,1,1,6.0,0,0,68,101
8909,4,1.0,1,2,2,3,2,2,2,2,2,1,6.2,0,0,88,118
